district_name,district_code,mandal_name,mandal_code,secretariat_code,secretariat_name,latitude,longitude,unit,gen_name
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490858,GONDOLU,17.4509184,82.0644112,Gondolu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490857,GAVARAYYAPETA,17.4612711,82.1112605,Gavarayyapeta,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490860,KIMMURU,17.349884772438443,82.12751579495826,Kimmuru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490868,ADDATEEGALA2,17.480297,82.023781,Addateegala-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490856,DUCHARTHI,17.5844307,82.0572401,Ducharthi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490853,D.BHEEMAVARAM,17.514833,82.043215,D.Bheemavaram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490867,YELLAVARAM,17.4283337,82.0316727,Yellavaram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490852,ADDATEEGALA1,17.4800002,82.0240181,Addateegala-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490865,VEERAVARAM,17.6146982,82.0208583,Veeravaram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490859,GONTUVANIPALEM,17.349479,82.117045,Gontuvanipalem,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490854,D.RAMAVARAM,17.5606618,82.0528564,D.Ramavaram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490861,KONALOVA,17.4444225,82.0884484,Konalova,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490866,VETAMAMIDI,17.477717,81.999546,Vetamamidi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490863,THIMMAPURAM,17.380505,82.052902,Thimmapuram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490855,DHANYAMPALEM,17.5227757,81.9551375,Dhanyampalem,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490864,THUNGAMADUGULA,17.53907,82.010059,Thungamadugula,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ADDATEEGALA (R),4887,10490862,RAYAPALLI,17.574372,82.0089403,Rayapalli,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390629,GUMMA,18.16378,83.025757,Gumma,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390634,KONDIBA,18.238418,83.042452,Kondiba,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390645,YEGUVASOBHA,18.259105,83.014493,Yeguvasobha,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390631,JEENABADU,18.012479,82.959843,Jeenabadu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390635,KOTTURU,18.208258,83.077158,Kotturu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390636,LUNGAPARTHI,18.183352,82.981613,Lungaparthi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390637,NARASIMHARAJAPURAM,18.261343,83.139175,Narasimharajapuram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390627,BORRA,18.2742233,83.0316062,Borra,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390630,GUMMAKOTA,18.316209,83.119465,Gummakota,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390639,PEDAKOTA,18.085247,82.951195,Pedakota,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390642,ROMPALLI,18.286785,83.221866,Rompalli,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390643,TOKURU,18.25542457,83.03948116,Tokuru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390626,BHEEMPOLU,18.265755,83.102333,Bheempolu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390638,PEDABIDDA,18.186864,83.020555,Pedabidda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390640,PINAKOTA,18.079689,82.950408,Pinakota,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390625,ANANTHAGIRI,18.237271,83.008261,Ananthagiri,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390628,CHILAKALAGEDDA,18.185805,83.12763,Chilakalagedda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390632,KASIPATNAM,18.2160897,83.1168219,Kasipatnam,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390633,KIVARLA,18.13046,82.91957,Kivarla,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390641,PYNAMPADU,18.1980283,82.8703033,Pynampadu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ANANTHAGIRI (R),4845,10390644,VALASI,18.1811133,82.9342585,Valasi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390658,PADAMPURAM-2,18.338382,82.867841,Padampuram-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390646,BASIKI,18.2356311,82.8923468,Basiki,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390649,CHOMPI,18.314292,82.868792,Chompi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390662,SRIGAM,18.377886,82.838582,Srigam,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390656,MADALA,18.3339105,82.9668949,Madala,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390647,BONDAM,18.3083223,82.9904872,Bondam,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390653,LOTHERU,18.33506,83.047636,Lotheru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390661,PEDALABUDU-3,18.324403,82.878999,Pedalabudu-3,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390651,IRAGAI,18.330741,83.018655,Iragai,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390650,GANNELA,18.329816,82.98952,Gannela,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390657,PADAMPURAM-1,18.337511,82.879291,Padampuram-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390660,PEDALABUDU-2,18.324497,82.878894,Pedalabudu-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390654,MADAGADA-1,18.273597,82.911144,Madagada-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390655,MADAGADA-2,18.289502,82.884306,Madagada-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390652,KOTHABALLUGUDA,18.28422,82.939155,Kothaballuguda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390663,SUNKARAMETTA,18.2739367,82.9661074,Sunkarametta,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390648,CHINALABABU,18.3334128,82.9147944,Chinalababu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,ARAKU VALLEY (R),4844,10390659,PEDALABUDU-1,18.314554,82.924468,Pedalabudu-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390524,KOMMANGI,17.825367,82.403813,Kommangi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390534,YERRABOMMALU,17.8283955,82.4230139,Yerrabommalu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390518,CHINTAPLLI-2,17.863945,82.374297,Chintaplli-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390523,KITUMULA,17.8421165,82.5240045,Kitumula,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390513,A.SENIVARAM,17.8695424,82.5693973,A.Senivaram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390514,ANNAVARAM,17.9853128,82.4130046,Annavaram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390517,CHINTAPLLI-1,17.870833,82.350775,Chintaplli-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390520,CHOWDUPALLI-1,17.883453,82.345124,Chowdupalli-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390528,LAMMASINGI,17.820262,82.490318,Lammasingi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390516,BENNAVARAM,17.946146,82.408941,Bennavaram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390519,CHINTAPLLI-3,17.8639389,82.3544751,Chintaplli-3,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390527,KUDUMSARI,18.008091,82.373923,Kudumsari,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390526,KOTHAPALEM-2,17.876837,82.423692,Kothapalem-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390530,PEDABARADA,17.817069,82.462694,Pedabarada,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390522,GONDIPAKALU,17.8043137,82.4707594,Gondipakalu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390529,LOTHUGEDDA,17.9627151,82.3941265,Lothugedda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390525,KOTHAPALEM-1,17.904955,82.440134,Kothapalem-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390532,TAJANGI-2,17.860314,82.459541,Tajangi-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390521,CHOWDUPALLI-2,17.903505,82.366828,Chowdupalli-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390533,THAMMANGULA,17.9933,82.415718,Thammangula,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390531,TAJANGI-1,17.854205,82.493402,Tajangi-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTAPALLI (R),4849,10390515,BALAPAM,18.036651,82.322755,Balapam,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491265,EDUGURALLAPALLI,17.745149,81.184852,Edugurallapalli,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491264,CHINTOOR2,17.810119,81.403279,Chintoor-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491261,CHATTI,17.758336,81.381549,Chatti,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491267,KUMMURU,17.752577,81.349788,Kummuru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491270,PEGA,17.807184,81.157671,Pega,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491271,TUMMALA,17.745408,81.392837,Tummala,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491259,A.G.KODERU,17.697375,81.367639,A.G.Koderu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491262,CHIDUMURU,17.798773952665524,81.37978526216645,Chidumuru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491269,MUKUNURU,17.709565,81.3864536,Mukunuru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491260,CHADALAVADA,17.73235,81.520702,Chadalavada,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491263,CHINTOOR1,17.7454573,81.3929833,Chintoor-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491268,MOTHUGUDEM,17.825561,81.630896,Mothugudem,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,CHINTOOR (R),4732,10491266,GUDURU,17.75651,81.517407,Guduru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DEVIPATNAM (R),4885,10490665,CH.R.PETA,17.286657,81.762303,Ch.R.Peta,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DEVIPATNAM (R),4885,10490667,DEVIPATNAM1,17.278153,81.797793,Devipatnam-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DEVIPATNAM (R),4885,10490666,D.N.PALEM,17.3994017,81.7165367,D.N.Palem,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DEVIPATNAM (R),4885,10490671,KONDAMODALU,17.2717329,81.8136522,Kondamodalu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DEVIPATNAM (R),4885,10490668,DEVIPATNAM2,17.278038,81.79684,Devipatnam-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DEVIPATNAM (R),4885,10490670,INDUKURUPETA,17.2599257,81.7817834,Indukurupeta,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DEVIPATNAM (R),4885,10490669,INDUKURU,17.271906,81.791642,Indukuru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DEVIPATNAM (R),4885,10490674,V.R.PALEM,17.3542836,81.7406634,V.R.Palem,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DEVIPATNAM (R),4885,10490673,SARABHAVARAM,17.250694,81.763352,Sarabhavaram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DEVIPATNAM (R),4885,10490672,PUDIPALLI,17.24432,81.735971,Pudipalli,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390672,KANDRUM,18.3078434,82.7603869,Kandrum,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390678,POTHANGI,18.2875961,82.7920639,Pothangi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390679,SAGARA,18.375497,82.813597,Sagara,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390669,GEDELABANDA,18.253657,82.701718,Gedelabanda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390675,KORRA,18.216562,82.81107,Korra,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390668,GASABA,18.39954,82.8321,Gasaba,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390677,KURIDI,18.3198915,82.8271467,Kuridi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390673,KINCHUMANDA,18.24438,82.796116,Kinchumanda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390666,BOSUVALASA,18.4037012,82.8704877,Bosuvalasa,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390676,KORRAI,18.3838049,82.8597636,Korrai,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390667,DEMUDUVALASA,18.424208,82.803579,Demuduvalasa,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390671,GUNTASEEMA,18.267267,82.687317,Guntaseema,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390665,ARAMA,18.255763,82.746371,Arama,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390670,GUNTAGANNELA,18.2810905,82.7046378,Guntagannela,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390664,ARAKU,18.3409285,82.845567,Araku,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,DUMBRIGUDA (R),4843,10390674,KITHALANGI,18.248792,82.798455,Kithalangi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390508,RINTHADA-1,17.861255,82.30644,Rinthada-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390502,GALIKONDA,17.9356116,82.1469489,Galikonda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390511,SILERU,18.0485348,82.0364567,Sileru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390497,DARAKONDA-2,17.996571,82.124261,Darakonda-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390503,GUMMIREVULU,17.997564,82.124391,Gummirevulu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390505,LAKKAVARAPUPETA,17.799045,82.250351,Lakkavarapupeta,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390506,MONDIGEDDA,17.9541682,82.314262,Mondigedda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390498,DEVARAPALLI,17.8365068,82.255434,Devarapalli,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390496,DARAKONDA-1,17.9994156,82.1252677,Darakonda-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390507,PEDAVALASA,17.781641,82.271287,Pedavalasa,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390512,VACHULA,17.9100109,82.2914724,Vachula,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390495,DAMANAPALLI,17.8175606,82.3494332,Damanapalli,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390509,RINTHADA-2,17.8618619,82.2872561,Rinthada-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390510,SANKADA,17.830424,82.288712,Sankada,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390500,G.K.VEEDHI-1,17.8629799,82.1975252,G.K.Veedhi-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390504,JERILA,17.94599,82.3031835,Jerila,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390499,DUPPULAVASA,18.0213341,82.0900551,Duppulavasa,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.K VEEDHI (R),4850,10390501,G.K.VEEDHI-2,17.8764517,82.233517,G.K.Veedhi-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390535,BHEERAM,18.080664,82.497737,Bheeram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390549,SOLABHAM-2,17.985634,82.556336,Solabham-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390538,G.MADUGULA-2,18.0108805,82.4876432,G.Madugula-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390539,GADUTHURU,17.9359508,82.5735158,Gaduthuru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390551,VANJARI-2,17.932766,82.446645,Vanjari-2,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390543,NURMATHI,18.093847,82.476869,Nurmathi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390552,VANTHALA,18.006506,82.623499,Vanthala,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390544,PALAMAMIDI,17.983841,82.453831,Palamamidi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390547,SINGARBHA,18.0167202,82.5302519,Singarbha,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390550,VANJARI-1,17.9272,82.5058,Vanjari-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390540,GEMMELI,17.932669,82.524461,Gemmeli,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390541,K.KODAPALLI,18.0665549,82.5760073,K.Kodapalli,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390545,PEDALOCHALI,17.984832,82.599091,Pedalochali,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390546,PEDALUVVASINGI,18.040724,82.474614,Pedaluvvasingi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390542,KORAPALLI,18.05339,82.498117,Korapalli,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390537,G.MADUGULA-1,18.0126645,82.5314725,G.Madugula-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390548,SOLABHAM-1,17.973805,82.5835697,Solabham-1,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,G.MADUGULA (R),4848,10390536,BOITHILI,18.128546,82.437296,Boithili,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,GANGAVARAM AGENCY (R),4894,10490716,PIDATHAMAMIDI,17.350137,81.966714,Pidathamamidi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,GANGAVARAM AGENCY (R),4894,10490710,MOHANAPURAM,17.5278891,81.9284749,Mohanapuram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,GANGAVARAM AGENCY (R),4894,10490697,GANGAVARAM,17.4123666,81.9118738,Gangavaram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,GANGAVARAM AGENCY (R),4894,10490712,NELLIPUDI,17.3287154,81.927839,Nellipudi,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,GANGAVARAM AGENCY (R),4894,10490698,JAGGAMPALEM,17.296765,81.861548,Jaggampalem,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,GANGAVARAM AGENCY (R),4894,10490703,KOTHADA,17.3515345,81.9260187,Kothada,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,GANGAVARAM AGENCY (R),4894,10490707,LAKKONDA,17.4122589,81.9312524,Lakkonda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,GANGAVARAM AGENCY (R),4894,10490708,MARRIPALEM,17.4807717,81.8997567,Marripalem,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,GANGAVARAM AGENCY (R),4894,10490723,ZADERU,17.480962,81.9539751,Zaderu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,GANGAVARAM AGENCY (R),4894,10490711,MOLLERU,17.3279849,81.9902848,Molleru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390688,HUKUMPETA,18.1454618,82.6925221,Hukumpeta,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390680,BAKURU,18.112928,82.773889,Bakuru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390692,MATYAPURAM,18.1098499,82.8167028,Matyapuram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390699,RAPA,18.133118,82.81281,Rapa,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390702,SUKURU,18.140553,82.729702,Sukuru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390687,GUDA,18.134523,82.653274,Guda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390695,OLDA,18.127107,82.821447,Olda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390696,PATHAKOTA,18.174664,82.8037353,Pathakota,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390704,THADIGIRI,18.176987,82.70588,Thadigiri,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390682,BOORJA,18.193821,82.896971,Boorja,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390694,MULIYAPUTTU,18.1325676,82.6760175,Muliyaputtu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390701,SOBHAKOTA,18.168563,82.661312,Sobhakota,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390681,BHEEMAVARAM,18.1278583,82.7540817,Bheemavaram,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390693,METTUJORU,18.1831853,82.6927424,Mettujoru,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390684,GADIKINCHUMANDA,18.141104,82.705156,Gadikinchumanda,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390691,MATTAM,18.156705,82.6370833,Mattam,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390703,TEEGALAVALASA,18.2060325,82.6784079,Teegalavalasa,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390705,THADIPUTTU,18.16004,82.711318,Thadiputtu,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390700,SANTHARI,18.1688591,82.7876878,Santhari,Grama Sachivalayam
ALLURI SITHARAMA RAJU,745,HUKUMPETA (R),4846,10390689,JARRAKONDA,18.0679446,82.8214582,Jarrakonda,Grama Sachivalayam
